title,year,genres
Toriko 3D Movie: Kaimaku! Gourmet Adventure!!,2011,"Animation,Action,Adventure"
Ace Ventura: When Nature Calls,1995,"Crime,Comedy,Adventure"
Little Monsters,1989,"Adventure,Fantasy,Comedy,Family"
You Should Have Left,2020,"Horror,Thriller"
Alien Warfare,2019,"Action,Science Fiction,Thriller"
Horrible Bosses,2011,"Comedy,Crime"
The Terminal,2004,"Comedy,Drama"
Farador,2023,"Comedy,Fantasy"
Patch Adams,1998,"Comedy,Drama"
Identity Thief,2013,"Comedy,Crime"
Countdown,2019,"Horror,Thriller"
The Lighthouse,2019,"Drama,Fantasy,Thriller,Horror"
Maquia: When the Promised Flower Blooms,2018,"Animation,Fantasy,Drama"
"Love, Simon",2018,"Comedy,Drama,Romance"
Beautiful Vampire,2018,"Romance,Fantasy,Drama,Family"
High & Low The Worst X,2022,"Action,Drama,Crime,Thriller"
Keeping Up with the Joneses,2016,"Action,Comedy"
Violence in a Women's Prison,1982,"Action,Thriller"
Irmão do Jorel: Especial Carnaval Bruttal,2022,"Animation,Comedy,Family"
BLACKPINK: Light Up the Sky,2020,"Documentary,Music"
Death Becomes Her,1992,"Comedy,Fantasy,Horror"
Wish You,2021,"Romance,Music,Drama"
Adventure Of Sundarban,2023,Adventure
Mia,2017,"Drama,Documentary"
Ne Zha,2019,"Animation,Fantasy,Adventure"
Red Corner,1997,"Crime,Drama,Thriller"
Friday the 13th Part VII: The New Blood,1988,"Horror,Thriller"
Tales from Earthsea,2006,"Animation,Fantasy,Adventure"
Death and the Maiden,1994,"Drama,Thriller,Mystery"
Christine,1983,Horror
Jack Ryan: Shadow Recruit,2014,"Action,Drama,Thriller"
The Lost Boys,1987,"Horror,Comedy,Thriller"
The Bourne Supremacy,2004,"Action,Drama,Thriller"
Dungeons & Dragons,2000,"Drama,Adventure,Fantasy"
Flora & Ulysses,2021,"Family,Adventure,Comedy,Fantasy"
Shanghai Knights,2003,"Action,Adventure,Comedy,Western"
Elektra,2005,"Action,Fantasy,Science Fiction"
Kickboxer: Retaliation,2018,"Action,Drama"
Mad Max Beyond Thunderdome,1985,"Action,Adventure,Science Fiction"
In the Line of Fire,1993,"Action,Drama,Thriller,Crime,Mystery"
North,1994,"Comedy,Family,Fantasy"
Porno,2019,"Comedy,Horror"
Earthlings,2023,Drama
The Roundup: No Way Out,2023,"Crime,Action"
The Outpost,2020,"War,Drama,History,Action"
Jarhead,2005,"Drama,War"
How to Be a Latin Lover,2017,Comedy
Safe House,2012,"Action,Thriller"
Taxi,2004,"Action,Comedy,Thriller,Crime"
King Arthur,2004,"Adventure,War,History,Action"
Kalashnikov AK-47,2020,"War,History,Drama"
Shakespeare in Love,1998,"Romance,History,Comedy"
Kaliwaan,2022,Thriller
The Tinder Swindler,2022,"Documentary,Crime"
A Merry Friggin' Christmas,2014,Comedy
Arthur and the Invisibles,2006,"Adventure,Fantasy,Animation,Family"
The Darkest Hour,2011,"Horror,Action,Thriller,Science Fiction"
Red Riding Hood,2011,"Fantasy,Thriller,Horror"
City of Angels,1998,"Romance,Drama,Fantasy"
Taxi,1998,"Action,Comedy,Crime"
All Hallows' Eve,2013,Horror
Logan Lucky,2017,"Comedy,Crime,Action,Drama"
Waterworld,1995,"Adventure,Action,Science Fiction"
The Replacements,2000,Comedy
My Sister's Idol Trainee Friends,2020,Drama
Entrapment,1999,"Romance,Drama,Mystery"
Tag,2018,"Comedy,Action"
About Fate,2022,"Romance,Comedy"
Batman: Mask of the Phantasm,1993,"Action,Animation,Crime,Mystery"
Invasion,2020,"Science Fiction,Drama,Action"
Yesterday,2019,"Comedy,Fantasy,Music,Romance"
Gnomeo & Juliet,2011,"Animation,Family"
Legend of the BoneKnapper Dragon,2010,"Animation,Fantasy,Family,Adventure,Comedy,TV Movie"
Paranormal Activity 4,2012,Horror
Zambezia,2012,"Comedy,Animation,Adventure,Family"
Cold Eyes,2013,"Crime,Action,Thriller"
Contagion,2011,"Drama,Thriller,Science Fiction"
Gadar 2,2023,"Action,Drama,Thriller"
Wild Tales,2014,"Drama,Thriller,Comedy"
Seoul Girls,2022,"Comedy,Music"
The Haunted,2018,"Horror,Thriller,Mystery"
Shehzada,2023,"Action,Comedy,Drama,Romance"
Happy Death Day 2U,2019,"Comedy,Horror,Science Fiction"
Hustlers,2019,"Drama,Comedy,Crime"
My Girlfriend's Mother 3,2019,"Romance,Drama"
Tall Girl,2019,"Comedy,Drama,Romance"
Gangs of New York,2002,"Drama,History,Crime"
Twenty One Pilots: Livestream Experience,2021,Music
Jerry Maguire,1996,"Comedy,Drama,Romance"
Tomorrow Before After,2023,"Drama,Science Fiction"
Into the Storm,2014,"Action,Thriller"
My Friend's Nice Mother 2,2018,Romance
The Big Short,2015,"Comedy,Drama"
Hole-in-law,2020,Romance
The 9th Life of Louis Drax,2016,"Fantasy,Mystery,Thriller,Drama"
Adultery Alumni Association 3,2020,"Drama,Romance"
Mermaid Down,2019,"Horror,Fantasy,Mystery,Thriller"
Sabotage,2014,"Action,Drama,Thriller,Crime"
Silverado,1985,Western
The Rhythm Section,2020,"Action,Thriller"
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002,"Action,Animation,Adventure"
Odd Thomas,2013,"Mystery,Thriller"
I Know What You Did Last Summer,1997,"Horror,Thriller,Mystery"
Contact,1997,"Drama,Science Fiction,Mystery"
Notes from Brussels,2022,Documentary
Evangelion: 2.0 You Can (Not) Advance,2009,"Animation,Science Fiction,Action,Drama"
Ma,2019,"Horror,Thriller"
Inmune,2019,"Science Fiction,Drama"
Re:ZERO -Starting Life in Another World- The Frozen Bond,2019,"Animation,Drama,Thriller,Fantasy"
Beautiful Boy,2018,Drama
Mars Attacks!,1996,"Comedy,Fantasy,Science Fiction"
Amulet,2020,Horror
Masquerade,2021,Thriller
The Hitchhiker's Guide to the Galaxy,2005,"Adventure,Comedy,Science Fiction"
Gretel & Hansel,2020,"Fantasy,Horror,Mystery"
Wolfwalkers,2020,"Animation,Family,Adventure,Fantasy"
Friday the 13th Part III,1982,Horror
Luther,2003,"Drama,History"
Halloween,2007,Horror
Operation Mincemeat,2022,"War,History,Drama"
Pokémon: Lucario and the Mystery of Mew,2005,"Family,Adventure,Animation,Fantasy,Action,Science Fiction"
The Basketball Diaries,1995,"Drama,Crime"
Risen,2016,"Action,History,Adventure,Drama"
Come prima,2022,Drama
Superman III,1983,"Comedy,Science Fiction,Action,Adventure"
The Substance,2024,Horror
White Palace,1990,"Drama,Romance"
The Princess Bride,1987,"Adventure,Family,Fantasy,Comedy,Romance"
The Extraordinary Adventures of Adèle Blanc-Sec,2010,"Fantasy,Adventure,Action,Mystery"
War Horse,2011,"War,Drama,Action"
The Strangers,2008,"Horror,Mystery,Thriller"
S.W.A.T.: Under Siege,2017,"Action,Crime,Thriller"
The Man from U.N.C.L.E.,2015,"Comedy,Action,Adventure"
The Room,2012,Drama
Any Given Sunday,1999,Drama
Nerve,2016,"Mystery,Adventure,Crime"
The Girl on the Train,2016,"Thriller,Mystery,Drama,Crime"
White Noise 2: The Light,2007,"Thriller,Horror,Fantasy"
Jack Black: Spider-Man,2002,Comedy
Borat Subsequent Moviefilm,2020,Comedy
Days Before the Millennium,2022,Drama
The Legend of La Llorona,2022,"Horror,Thriller"
Dante's Inferno: An Animated Epic,2010,"Action,Adventure,Animation,Horror"
Lake Placid vs. Anaconda,2015,"Action,Horror"
Good Boys,2019,Comedy
Sister Act,1992,"Music,Comedy"
Banana,2010,"Animation,Family,Comedy"
A Taxi Driver,2017,"Action,Drama,History"
Good Water Boarding House 2,2019,Romance
The Wolf of Snow Hollow,2020,"Horror,Thriller"
Teen Titans: The Judas Contract,2017,"Science Fiction,Animation,Action"
Spree,2020,"Thriller,Horror,Comedy"
The Bad Batch,2017,"Drama,Horror,Science Fiction"
Alien Overlords,2018,"Action,Science Fiction,Drama,Horror"
Jason X,2001,"Horror,Science Fiction"
GoldenEye,1995,"Adventure,Action,Thriller"
Fragtime,2019,"Animation,Romance,Science Fiction,Comedy"
The Legend of Drunken Master,1994,"Action,Comedy"
Batman: Bad Blood,2016,"Science Fiction,Action,Animation"
Lady Libertine,1984,"Drama,Romance"
Doctor Strange Love,2005,Documentary
Who Am I,2014,Thriller
Charlotte's Web,2006,"Comedy,Family,Fantasy"
Siberia,2018,"Crime,Romance,Thriller"
The Bourne Ultimatum,2007,"Action,Drama,Mystery,Thriller"
She's All That,1999,"Comedy,Romance"
Faster,2010,"Crime,Drama,Action,Thriller"
UFO,2018,"Science Fiction,Action,Thriller"
The Italian Job,2003,"Action,Crime"
Man of Tai Chi,2013,"Action,Drama"
That Feeling...,2022,"Drama,Horror"
Mulan: Rise of a Warrior,2009,"Adventure,Drama,Action"
Ben 10: Destroy All Aliens,2012,"Animation,Science Fiction,Family,Action"
Tarzan & Jane,2002,"Animation,Family"
Pi,1998,"Mystery,Drama,Thriller"
Stolen,2012,"Action,Crime,Thriller"
Arcadeología,2021,Documentary
Under Siege 2: Dark Territory,1995,"Action,Thriller"
Popstar: Never Stop Never Stopping,2016,"Comedy,Music"
Selfiee,2023,"Comedy,Drama"
UglyDolls,2019,"Family,Animation,Music"
Silenced,2011,Drama
Mommy,2014,Drama
Courageous,2011,Drama
Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,1993,"Action,Adventure,Animation"
Haunt,2019,"Horror,Thriller"
The Wailing,2016,"Horror,Mystery"
The Whole Nine Yards,2000,"Comedy,Crime"
Killing Gunther,2017,"Action,Comedy"
Bring It On,2000,Comedy
Sniper: Assassin's End,2020,Action
Hacker,2016,"Crime,Drama,Thriller"
Ayisha,2023,"Drama,Family"
Oxygen,2021,"Science Fiction,Thriller,Horror"
The Death and Return of Superman,2019,"Science Fiction,Adventure,Animation,Action,Fantasy"
Gantz: Perfect Answer,2011,"Action,Mystery,Science Fiction,Horror"
Slither,2006,"Horror,Science Fiction,Comedy"
Stan Helsing,2009,Comedy
Gone in the Night,2022,"Thriller,Mystery,Drama"
Hot Fuzz,2007,"Crime,Action,Comedy"
The Knocking,2023,"Horror,Thriller"
Doraemon: Nobita and the Windmasters,2003,"Animation,Fantasy"
Tempus Tormentum,2018,"Horror,Thriller"
Hollow Man,2000,"Action,Science Fiction,Thriller"
Aloha Scooby-Doo!,2005,"Mystery,Family,Animation,Adventure,Comedy"
Sand Castle,2017,"War,Action,Drama"
The Animal,2001,Comedy
Drive My Car,2021,Drama
3 from Hell,2019,"Horror,Crime,Action"
Unstoppable,2010,"Action,Thriller"
Mazinger Z: Infinity,2017,"Action,Science Fiction,Animation"
Sundari Gardens,2022,Drama
Queen of the Desert,2015,"Drama,Adventure,History"
Master and Commander: The Far Side of the World,2003,"Adventure,Drama,War"
A Werewolf Boy,2012,"Romance,Fantasy"
The Sorcerer's Apprentice,2010,"Fantasy,Adventure,Action"
Sanctuary,2023,"Drama,Thriller,Comedy"
Enter the Void,2009,"Fantasy,Drama"
88,2015,"Thriller,Action"
Adventures in Babysitting,1987,Comedy
Carol,2015,"Romance,Drama"
The 3 Wise Men,2003,"Animation,Fantasy,Family"
365 Decision Time,2012,"Action,Drama,Family"
Catch.44,2011,"Drama,Action,Thriller"
Yu-Gi-Oh! The Movie,2004,"Animation,Fantasy,Action,Science Fiction"
Alimañas,2023,Comedy
Captain Phillips,2013,"Action,Drama,Thriller"
Father of the Bride,2022,"Romance,Comedy"
Merry Madagascar,2009,"Family,Animation"
Greta,2018,"Mystery,Thriller,Horror"
The Mermaid,2016,"Comedy,Fantasy,Romance"
The Day,2011,"Action,Drama,Horror,Science Fiction"
The Illusionist,2006,"Fantasy,Drama,Thriller,Romance"
I'll Always Know What You Did Last Summer,2006,Horror
Shaft,2019,"Action,Crime"
Fate: The Winx Saga - The Afterparty,2021,"Fantasy,Comedy"
War of the Arrows,2011,"Drama,Action,History,Thriller"
V/H/S/94,2021,"Horror,Thriller"
Cake,2014,Drama
The Boss: Anatomy of a Crime,2014,"Drama,Crime"
Friday the 13th Part VIII: Jason Takes Manhattan,1989,"Horror,Thriller"
Building the Dream: Assembling the Avengers,2012,Documentary
Zombies: A Living History,2011,Documentary
Don't Come Searching,2022,Documentary
The Hidden Face,2011,"Thriller,Mystery"
Get Smart,2008,"Action,Comedy,Thriller"
Miss Congeniality 2: Armed and Fabulous,2005,"Action,Comedy"
Queen of Hearts,2019,Drama
Superman/Batman: Public Enemies,2009,"Science Fiction,Animation,Action,Adventure,Family"
Match Point,2005,"Drama,Thriller,Crime,Romance"
Stranger Things,2013,Drama
Corona Zombies,2020,"Horror,Comedy"
Hereafter,2010,"Drama,Fantasy"
Mary Poppins Returns,2018,"Fantasy,Family,Comedy"
The Blob,1988,"Horror,Science Fiction"
Planet 51,2009,"Animation,Family,Comedy,Science Fiction,Adventure"
Stalked by My Neighbor,2015,"Crime,Thriller,TV Movie"
Witchcraft vs. Curse,1991,"Fantasy,Drama"
A Dark Place,2018,"Thriller,Mystery"
So Undercover,2012,"Action,Comedy"
Insurance Queen : Her Business Secrets,2017,Romance
The Drover's Wife: The Legend of Molly Johnson,2022,"Drama,Western,Thriller"
Corro da te,2022,"Comedy,Romance"
Goblin Slayer -Goblin's Crown-,2020,"Animation,Adventure,Action,Fantasy"
Justice League: The New Frontier,2008,"Action,Adventure,Animation,Science Fiction,Family"
Tarzan II,2005,"Adventure,Animation,Family"
Until Forever,2016,"Drama,Romance"
The Empty Man,2020,"Horror,Mystery,Thriller"
Don't Kill It,2016,"Fantasy,Horror"
Time Share,2018,"Drama,Horror,Mystery"
Fried Green Tomatoes,1991,"Drama,Comedy"
Burlesque,2010,"Drama,Romance"
Punisher: War Zone,2008,"Action,Crime"
Dangerous,2021,"Action,Thriller"
Los viejos,2011,Drama
Hoodwinked!,2005,"Animation,Comedy,Family,Crime"
Tale of Tales,2015,"Romance,Fantasy,Horror"
Resident Evil,2002,"Horror,Action,Science Fiction"
Bad Trip,2021,Comedy
The Yin-Yang Master: Dream of Eternity,2020,"Action,Drama,Fantasy,Mystery,Science Fiction"
American Traitor: The Trial of Axis Sally,2021,"History,Drama"
My Brother's Wife 3: The Woman Downstairs,2017,Drama
Atonement,2007,"Drama,Romance"
Mickey's Christmas Carol,1983,"Family,Animation"
Seven Years in Tibet,1997,"Adventure,Drama,History"
Don't Listen,2020,"Drama,Horror,Thriller"
I'm Thinking of Ending Things,2020,"Drama,Fantasy,Mystery,Thriller"
Next Goal Wins,2023,"Comedy,Drama"
Pokémon Apokélypse,2010,"Crime,Action,Drama"
Shutter,2004,"Horror,Mystery,Thriller"
City Under Siege,2010,"Science Fiction,Action,Thriller"
Doraemon: Nobita and the Winged Braves,2001,"Family,Animation,Adventure"
How It Ends,2018,"Science Fiction,Thriller,Mystery,Action,Adventure"
Everyone is There,2020,Drama
Cadaver,2020,"Drama,Horror,Thriller"
The Man with the Iron Heart,2017,"War,Action,History,Thriller"
Looney Tunes: Back in Action,2003,"Animation,Comedy,Family"
The Barbie Diaries,2006,"Family,Animation"
Dark Heart of the Forest,2023,Drama
Megalodon,2004,Action
Adithattu,2022,"Action,Thriller"
Lara Croft: Tomb Raider - The Cradle of Life,2003,"Action,Adventure,Fantasy,Thriller"
The Substitute,1996,"Action,Thriller"
The Moment You Fall in Love,2016,"Drama,Animation,Romance,Comedy"
Jungle,2017,"Adventure,Drama,Thriller"
Venus in Fur,2013,Drama
No Sudden Move,2021,"Crime,Drama,Mystery"
Bugsy,1991,"Crime,Drama,Mystery"
Dante's Peak,1997,"Action,Adventure,Drama,Thriller"
Game of Thrones: The Last Watch,2019,"Documentary,TV Movie"
Sleepover,2004,"Family,Comedy"
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,2016,Animation
My Bad Boss,2018,"Animation,Thriller"
I Still Believe,2020,"Music,Drama,Romance"
The Frighteners,1996,"Horror,Comedy"
S.W.A.T.: Firefight,2011,"Action,Crime,Thriller"
Bubble,2022,"Animation,Adventure,Science Fiction"
Hot Shots!,1991,"Action,Comedy,War"
Village of the Damned,1995,"Thriller,Horror,Science Fiction"
Son of Batman,2014,"Animation,Action,Adventure"
Body of Lies,2008,"Action,Drama,Thriller"
The Crying Game,1992,"Crime,Drama,Thriller"
Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,2023,"Drama,History"
The Featherweight,2023,Drama
Out for Justice,1991,"Action,Crime"
Martha Marcy May Marlene,2011,"Drama,Thriller"
Fright Night,1985,"Comedy,Horror"
Jackass Presents: Bad Grandpa,2013,Comedy
The Binding,2020,"Horror,Thriller,Drama"
You Won't Be Alone,2022,"Horror,Drama"
Sister Act 2: Back in the Habit,1993,"Music,Comedy"
S. Darko,2009,"Thriller,Crime,Science Fiction,Mystery"
Boston Strangler,2023,"Crime,Thriller,History"
Darkest Hour,2017,"Drama,History"
Steins;Gate: The Movie - Load Region of Déjà Vu,2013,"Science Fiction,Animation,Drama"
X-Men: The Uncanny Suspects,2003,Documentary
Vicini di casa,2022,Comedy
Phantom Thread,2017,"Drama,Romance"
1992,2024,"Drama,Crime,Thriller"
Gamer,2009,"Action,Thriller,Science Fiction"
Crystal Skulls,2014,"Adventure,Science Fiction,TV Movie,Horror,Fantasy,Mystery"
Escape Room,2017,"Horror,Thriller,Fantasy"
3 Days to Kill,2014,"Action,Drama,Thriller"
TEKKEN: Blood Vengeance,2011,"Action,Animation,Science Fiction"
Jackie Brown,1997,"Crime,Thriller,Drama"
Resident Evil: Keeper's Diary,2014,Horror
Book of Dragons,2011,"Fantasy,Animation,Action,Comedy,Family"
Max Steel,2016,"Action,Adventure,Science Fiction"
Lost Highway,1997,"Drama,Thriller,Mystery"
The Christmas Chronicles,2018,"Comedy,Adventure,Family,Fantasy"
Wunderschön,2022,"Drama,Comedy,Romance"
The Boy from Medellín,2020,"Documentary,Music"
A Nightmare on Elm Street 4: The Dream Master,1988,"Horror,Thriller"
Brotherhood of the Wolf,2001,"Adventure,Horror,Action,History"
District 13: Ultimatum,2009,"Action,Thriller,Crime"
Road Wars,2015,"Science Fiction,Action"
School Of Youth 2: The Unofficial History of the Gisaeng Break-In,2016,Comedy
Lucky Number Slevin,2006,"Drama,Thriller,Crime,Mystery"
Surrogates,2009,"Science Fiction,Action,Thriller"
Shooting War,2022,Documentary
I Still Know What You Did Last Summer,1998,"Horror,Mystery,Thriller"
Scooby-Doo! in Where's My Mummy?,2005,"Mystery,Animation,Family,Adventure,Comedy,Fantasy"
The Sandman,2017,Horror
"Batman: The Long Halloween, Part Two",2021,"Animation,Mystery,Action,Crime"
Patriots Day,2016,"Action,Crime,Drama,History,Thriller"
Miss Americana,2020,"Documentary,Music"
Oh Meri Laila,2022,"Romance,Comedy"
Stop,2021,"Music,Comedy"
I Am Sam,2001,Drama
Marie Antoinette,2006,"Drama,History"
Joy,2015,"Drama,Comedy"
In Full Bloom,2019,"Action,Drama"
Escape from New York,1981,"Science Fiction,Action"
A Bronx Tale,1993,"Drama,Crime"
Silhouette,2019,"Horror,Drama,Thriller"
X-Factor: The Look of X-Men,2003,Documentary
Players,2024,"Romance,Comedy"
Superman: Man of Tomorrow,2020,"Animation,Action,Science Fiction"
Jennifer Lopez: Halftime,2022,"Documentary,Music"
Ip Man 3,2015,"Action,Drama,History"
Erotic Ghost Story II,1991,Horror
Vampire Academy,2014,"Comedy,Action,Fantasy"
The Thomas Crown Affair,1999,"Drama,Crime,Romance"
Cristiano de la Secreta,2009,Comedy
When Will It Be Again Like It Never Was Before,2023,Drama
Ultimate Avengers: The Movie,2006,"Action,Animation,Family,Adventure,Science Fiction"
Apollo 13,1995,"History,Drama,Adventure"
Indecent Woman,1999,"Thriller,Crime"
The Quick and the Dead,1995,"Western,Action,Thriller"
"Mickey, Donald, Goofy: The Three Musketeers",2004,"Adventure,Animation,Comedy,Family"
Diorama,2022,"Romance,Drama"
Gulliver's Travels,2010,"Family,Comedy,Adventure,Fantasy"
The Courier,2019,"Crime,Action,Drama,Thriller"
Dragon Blade,2015,"Adventure,History"
One Piece: Baron Omatsuri and the Secret Island,2005,"Action,Animation,Comedy"
Ponniyin Selvan: Part II,2023,"Action,Adventure,Drama"
The Medallion,2003,"Thriller,Fantasy,Action,Comedy"
Natural Vice,2022,Action
Dragonheart: Battle for the Heartfire,2017,"Fantasy,Adventure"
My Friend's Mom,2016,Romance
A Trash Truck Christmas,2020,"Animation,Adventure,Family"
Camp Confidential: America's Secret Nazis,2021,"Documentary,Animation,History"
Burn Out,2018,"Action,Thriller"
Night Hunter,2019,"Drama,Thriller"
Blockers,2018,Comedy
Night of the Living Dead,1990,"Horror,Thriller"
Female Hostel 2,2018,"Romance,Drama"
Christmas ...Again?!,2021,"Family,Comedy,Fantasy,TV Movie"
Downsizing,2017,"Comedy,Drama,Science Fiction"
Hetkesi Koittaa,2022,"War,Drama"
Ginger Snaps,2000,Horror
Tabu,2012,"Drama,Romance"
The Goldfinger,2023,"Crime,Drama"
Shortbus,2006,"Romance,Drama,Comedy"
High School Musical 2,2007,"Comedy,Drama,Family,Music,Romance,TV Movie"
Cheaper by the Dozen,2003,"Comedy,Family"
Striptease,1996,"Comedy,Crime,Drama"
Open Season: Scared Silly,2015,"Animation,Comedy,Family,Adventure"
Call Boy,2018,Drama
Fall in Love at First Kiss,2019,"Romance,Comedy"
The Garden of Words,2013,"Animation,Drama,Romance"
The Borrowers,1997,"Adventure,Fantasy,Action,Comedy,Family"
Bizarre,1987,"Drama,Thriller"
Surf's Up,2007,"Animation,Comedy,Family"
A Perfect Murder,1998,"Crime,Thriller,Drama"
Journey to the West: Conquering the Demons,2013,"Action,Fantasy,Adventure,Comedy"
The Loft,2014,Thriller
Yogi Bear,2010,"Comedy,Family,Animation,Adventure"
Thumbelina,1994,"Animation,Family,Fantasy,Romance,Music"
My Little Pony: Equestria Girls: Friendship Games,2015,"Animation,Music,Family"
Only You,1994,"Romance,Comedy"
Allan Quatermain and the Lost City of Gold,1986,"Adventure,Action,Comedy"
My Student's Mom 2,2017,Romance
Evil Eye,2020,"Mystery,Thriller,Horror"
Prisoner's Daughter,2023,"Drama,Mystery,Thriller"
The Voyeurs,2021,Thriller
Hostile,2018,"Drama,Horror,Romance,Science Fiction"
Grimsby,2016,"Action,Comedy"
Mengejar Surga,2022,"Drama,Romance"
Lost Bullet,2020,"Action,Thriller,Crime"
